Ship_Type,Ship_Mode_Detail,Segment,Country,City,State,County_or_State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin (%),Unit Selling Price (After Discount),Profit per Unit,Estimated List Price (Before Discount),Discount Impact (Revenue Lost Due to Discount)
Second,Class,Consumer,United,States,Louisville,Colorado,80027,West,Technology,Phones,559.984,2,20%,55.9984,10%,279.992,27.9992,349.99,139.996
Second,Class,Consumer,United,States,Louisville,Colorado,80027,West,Furniture,Chairs,603.92,5,20%,75.49,13%,120.784,15.098,150.98,150.98
Standard,Class,Consumer,United,States,Henderson,Kentucky,42420,South,Furniture,Furnishings,24.1,5,0%,9.158,38%,4.82,1.8316,4.82,0
Standard,Class,Consumer,United,States,Henderson,Kentucky,42420,South,Furniture,Furnishings,33.11,7,0%,12.9129,39%,4.73,1.8447,4.73,0
First,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Technology,Phones,95.984,2,20%,5.999,6%,47.992,2.9995,59.99,23.996
Second,Class,Consumer,United,States,Olympia,Washington,98502,West,Furniture,Furnishings,155.25,3,0%,46.575,30%,51.75,15.525,51.75,0
Second,Class,Consumer,United,States,Seattle,Washington,98103,West,Furniture,Tables,1618.37,13,0%,356.0414,22%,124.49,27.3878,124.49,0
Second,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,99.6,1,0%,36.852,37%,99.6,36.852,99.6,0
Standard,Class,Consumer,United,States,Miami,Florida,33142,South,Technology,Phones,1363.96,5,20%,85.2475,6%,272.792,17.0495,340.99,340.99
Standard,Class,Consumer,United,States,Miami,Florida,33142,South,Furniture,Furnishings,102.36,3,20%,-3.8385,-4%,34.12,-1.2795,42.65,25.59
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,168.464,2,20%,-29.4812,-18%,84.232,-14.7406,105.29,42.116
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,282.888,9,20%,56.5776,20%,31.432,6.2864,39.29,70.722
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Furniture,Chairs,107.772,2,30%,-29.2524,-27%,53.886,-14.6262,76.98,46.188
Standard,Class,Corporate,United,States,Toledo,Ohio,43615,East,Technology,Phones,118.782,3,40%,-27.7158,-23%,39.594,-9.2386,65.99,79.188
Standard,Class,Consumer,United,States,Mesa,Arizona,85204,West,Technology,Accessories,31.984,2,20%,1.999,6%,15.992,0.9995,19.99,7.996
Standard,Class,Corporate,United,States,Detroit,Michigan,48227,Central,Furniture,Chairs,1106.91,9,0%,121.7601,11%,122.99,13.5289,122.99,0
Second,Class,Corporate,United,States,Oakland,California,94601,West,Technology,Phones,71.976,3,20%,7.1976,10%,23.992,2.3992,29.99,17.994
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,2.328,2,60%,-0.7566,-33%,1.164,-0.3783,2.91,3.492
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Phones,71.96,5,20%,25.186,35%,14.392,5.0372,17.99,17.99
Second,Class,Consumer,United,States,Encinitas,California,92024,West,Furniture,Bookcases,119.833,1,15%,-12.6882,-11%,119.833,-12.6882,140.98,21.147
Second,Class,Consumer,United,States,Encinitas,California,92024,West,Technology,Accessories,119.98,2,0%,57.5904,48%,59.99,28.7952,59.99,0
Standard,Class,Consumer,United,States,Roswell,Georgia,30076,South,Technology,Accessories,619.95,5,0%,111.591,18%,123.99,22.3182,123.99,0
Standard,Class,Consumer,United,States,Jonesboro,Arkansas,72401,South,Technology,Phones,699.93,7,0%,181.9818,26%,99.99,25.9974,99.99,0
Standard,Class,Consumer,United,States,Jonesboro,Arkansas,72401,South,Furniture,Furnishings,38.6,4,0%,11.58,30%,9.65,2.895,9.65,0
Standard,Class,Consumer,United,States,Jonesboro,Arkansas,72401,South,Furniture,Chairs,1067.94,3,0%,224.2674,21%,355.98,74.7558,355.98,0
Standard,Class,Consumer,United,States,Springfield,Virginia,22153,South,Furniture,Tables,343.92,4,0%,75.6624,22%,85.98,18.9156,85.98,0
Same,Day,Consumer,United,States,Lansing,Michigan,48911,Central,Technology,Phones,10.95,1,0%,0.438,4%,10.95,0.438,10.95,0
Same,Day,Consumer,United,States,Lansing,Michigan,48911,Central,Technology,Copiers,599.98,2,0%,209.993,35%,299.99,104.9965,299.99,0
Same,Day,Consumer,United,States,Seattle,Washington,98115,West,Technology,Accessories,447.93,9,0%,49.2723,11%,49.77,5.4747,49.77,0
Standard,Class,Consumer,United,States,Rockville,Maryland,20852,East,Furniture,Chairs,172.5,2,0%,51.75,30%,86.25,25.875,86.25,0
Standard,Class,Consumer,United,States,Rockville,Maryland,20852,East,Technology,Phones,179.97,3,0%,44.9925,25%,59.99,14.9975,59.99,0
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Accessories,431.928,9,20%,64.7892,15%,47.992,7.1988,59.99,107.982
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Chairs,95.984,4,30%,-4.1136,-4%,23.996,-1.0284,34.28,41.136
Standard,Class,Corporate,United,States,Denver,Colorado,80219,West,Furniture,Chairs,544.008,3,20%,40.8006,8%,181.336,13.6002,226.67,136.002
Standard,Class,Corporate,United,States,Denver,Colorado,80219,West,Furniture,Chairs,854.352,3,20%,10.6794,1%,284.784,3.5598,355.98,213.588
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,141.372,2,30%,-48.4704,-34%,70.686,-24.2352,100.98,60.588
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,95.88,3,20%,28.764,30%,31.96,9.588,39.95,23.97
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,17.024,2,20%,1.7024,10%,8.512,0.8512,10.64,4.256
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,258.696,3,20%,64.674,25%,86.232,21.558,107.79,64.674
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,1931.958,7,40%,-386.3916,-20%,275.994,-55.1988,459.99,1287.972
First,Class,Corporate,United,States,Cincinnati,Ohio,45231,East,Technology,Copiers,839.988,2,40%,69.999,8%,419.994,34.9995,699.99,559.992
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,12.35,1,0%,5.434,44%,12.35,5.434,12.35,0
Second,Class,Consumer,United,States,Fresno,California,93727,West,Furniture,Tables,764.688,6,20%,95.586,13%,127.448,15.931,159.31,191.172
Second,Class,Consumer,United,States,Fresno,California,93727,West,Furniture,Tables,3610.848,12,20%,135.4068,4%,300.904,11.2839,376.13,902.712
Second,Class,Consumer,United,States,Fresno,California,93727,West,Furniture,Bookcases,254.9745,3,15%,11.9988,5%,84.9915,3.9996,99.99,44.9955
Standard,Class,Consumer,United,States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,1099.96,4,0%,285.9896,26%,274.99,71.4974,274.99,0
Standard,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Technology,Phones,863.88,3,20%,107.985,13%,287.96,35.995,359.95,215.97
Standard,Class,Corporate,United,States,Louisville,Colorado,80027,West,Furniture,Furnishings,29.328,3,20%,3.666,13%,9.776,1.222,12.22,7.332
First,Class,Corporate,United,States,Macon,Georgia,31204,South,Technology,Accessories,32.97,3,0%,12.8583,39%,10.99,4.2861,10.99,0
First,Class,Corporate,United,States,Macon,Georgia,31204,South,Technology,Accessories,83.88,4,0%,30.1968,36%,20.97,7.5492,20.97,0
Second,Class,Consumer,United,States,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,0%,166.1004,29%,95.46,27.6834,95.46,0
Second,Class,Consumer,United,States,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,0%,83.0502,29%,95.46,27.6834,95.46,0
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Furniture,Furnishings,23.99,1,0%,5.5177,23%,23.99,5.5177,23.99,0
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0%,77.7519,27%,95.99,25.9173,95.99,0
Second,Class,Consumer,United,States,Houston,Texas,77036,Central,Technology,Phones,419.944,7,20%,52.493,13%,59.992,7.499,74.99,104.986
First,Class,Consumer,United,States,Pasadena,California,91104,West,Furniture,Chairs,161.568,2,20%,-8.0784,-5%,80.784,-4.0392,100.98,40.392
Standard,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Chairs,155.372,2,30%,-13.3176,-9%,77.686,-6.6588,110.98,66.588
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,14.2,1,20%,3.3725,24%,14.2,3.3725,17.75,3.55
Standard,Class,Corporate,United,States,Deltona,Florida,32725,South,Technology,Phones,575.92,2,20%,71.99,13%,287.96,35.995,359.95,143.98
Second,Class,Consumer,United,States,Evanston,Illinois,60201,Central,Furniture,Chairs,258.279,3,30%,-70.1043,-27%,86.093,-23.3681,122.99,110.691
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,309.576,4,40%,-56.7556,-18%,77.394,-14.1889,128.99,206.384
First,Class,Corporate,United,States,Tucson,Arizona,85705,West,Technology,Machines,95.994,2,70%,-63.996,-67%,47.997,-31.998,159.99,223.986
First,Class,Corporate,United,States,Tucson,Arizona,85705,West,Technology,Accessories,239.952,6,20%,-35.9928,-15%,39.992,-5.9988,49.99,59.988
First,Class,Corporate,United,States,Tucson,Arizona,85705,West,Technology,Phones,201.584,2,20%,15.1188,8%,100.792,7.5594,125.99,50.396
First,Class,Corporate,United,States,Tucson,Arizona,85705,West,Furniture,Chairs,899.136,4,20%,-146.1096,-16%,224.784,-36.5274,280.98,224.784
Standard,Class,Consumer,United,States,Provo,Utah,84604,West,Furniture,Tables,912.75,5,0%,118.6575,13%,182.55,23.7315,182.55,0
Standard,Class,Corporate,United,States,Aurora,Illinois,60505,Central,Furniture,Tables,652.45,5,50%,-430.617,-66%,130.49,-86.1234,260.98,652.45
Standard,Class,Corporate,United,States,Aurora,Illinois,60505,Central,Furniture,Tables,66.645,3,50%,-42.6528,-64%,22.215,-14.2176,44.43,66.645
Standard,Class,Consumer,United,States,Phoenix,Arizona,85023,West,Furniture,Tables,393.165,3,50%,-204.4458,-52%,131.055,-68.1486,262.11,393.165
First,Class,Corporate,United,States,Houston,Texas,77041,Central,Technology,Phones,946.344,7,20%,118.293,13%,135.192,16.899,168.99,236.586
First,Class,Corporate,United,States,Houston,Texas,77041,Central,Technology,Accessories,151.2,3,20%,32.13,21%,50.4,10.71,63,37.8
First,Class,Corporate,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,4.928,4,60%,-1.4784,-30%,1.232,-0.3696,3.08,7.392
Standard,Class,Corporate,United,States,Mesa,Arizona,85204,West,Technology,Phones,263.96,5,20%,23.0965,9%,52.792,4.6193,65.99,65.99
Standard,Class,Consumer,United,States,Columbus,Ohio,43229,East,Technology,Phones,220.752,8,40%,-40.4712,-18%,27.594,-5.0589,45.99,147.168
Second,Class,Consumer,United,States,Florence,Alabama,35630,South,Furniture,Chairs,1819.86,14,0%,163.7874,9%,129.99,11.6991,129.99,0
Same,Day,Consumer,United,States,Amarillo,Texas,79109,Central,Technology,Accessories,263.88,3,20%,42.8805,16%,87.96,14.2935,109.95,65.97
Same,Day,Consumer,United,States,Amarillo,Texas,79109,Central,Furniture,Chairs,2453.43,5,30%,-350.49,-14%,490.686,-70.098,700.98,1051.47
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Technology,Phones,1979.928,9,20%,148.4946,8%,219.992,16.4994,274.99,494.982
First,Class,Corporate,United,States,Mobile,Alabama,36608,South,Technology,Machines,3040,8,0%,1459.2,48%,380,182.4,380,0
Same,Day,Consumer,United,States,Middletown,Connecticut,6457,East,Furniture,Furnishings,27.46,2,0%,9.8856,36%,13.73,4.9428,13.73,0
First,Class,Corporate,United,States,Pasadena,Texas,77506,Central,Technology,Accessories,159.984,2,20%,43.9956,28%,79.992,21.9978,99.99,39.996
First,Class,Corporate,United,States,Pasadena,Texas,77506,Central,Furniture,Chairs,1024.716,6,30%,-29.2776,-3%,170.786,-4.8796,243.98,439.164
Standard,Class,Consumer,United,States,Glendale,Arizona,85301,West,Furniture,Furnishings,121.376,4,20%,-3.0344,-3%,30.344,-0.7586,37.93,30.344
Standard,Class,Consumer,United,States,Glendale,Arizona,85301,West,Technology,Accessories,95.976,3,20%,-10.7973,-11%,31.992,-3.5991,39.99,23.994
Standard,Class,Corporate,United,States,Detroit,Michigan,48234,Central,Furniture,Chairs,872.94,3,0%,226.9644,26%,290.98,75.6548,290.98,0
Same,Day,Consumer,United,States,Houston,Texas,77036,Central,Furniture,Furnishings,6.688,4,60%,-4.0128,-60%,1.672,-1.0032,4.18,10.032
First,Class,Consumer,United,States,Westminster,California,92683,West,Technology,Phones,31.968,4,20%,2.3976,8%,7.992,0.5994,9.99,7.992
Standard,Class,Corporate,United,States,Seattle,Washington,98115,West,Technology,Accessories,177,3,0%,30.09,17%,59,10.03,59,0
Standard,Class,Corporate,United,States,Vancouver,Washington,98661,West,Furniture,Furnishings,9.64,2,0%,3.6632,38%,4.82,1.8316,4.82,0
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Technology,Machines,396,4,0%,190.08,48%,99,47.52,99,0
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,63.686,1,30%,-9.098,-14%,63.686,-9.098,90.98,27.294
Standard,Class,Consumer,United,States,Tucson,Arizona,85705,West,Furniture,Furnishings,206.112,6,20%,48.9516,24%,34.352,8.1586,42.94,51.528
Standard,Class,Consumer,United,States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,11.648,2,20%,3.3488,29%,5.824,1.6744,7.28,2.912
Second,Class,Consumer,United,States,Everett,Massachusetts,2149,East,Technology,Phones,39.99,1,0%,11.5971,29%,39.99,11.5971,39.99,0
Second,Class,Consumer,United,States,Everett,Massachusetts,2149,East,Furniture,Bookcases,782.94,3,0%,203.5644,26%,260.98,67.8548,260.98,0
Second,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Furnishings,8.32,5,20%,2.288,28%,1.664,0.4576,2.08,2.08
Second,Class,Consumer,United,States,Seattle,Washington,98103,West,Furniture,Tables,171.96,2,0%,44.7096,26%,85.98,22.3548,85.98,0
First,Class,Consumer,United,States,Allen,Texas,75002,Central,Technology,Accessories,21.48,3,20%,-0.2685,-1%,7.16,-0.0895,8.95,5.37
Second,Class,Consumer,United,States,Olympia,Washington,98502,West,Technology,Phones,201.568,4,20%,22.6764,11%,50.392,5.6691,62.99,50.392
Standard,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Chairs,47.992,2,30%,-2.0568,-4%,23.996,-1.0284,34.28,20.568
Second,Class,Consumer,United,States,Carrollton,Texas,75007,Central,Furniture,Furnishings,15.992,2,60%,-13.993,-88%,7.996,-6.9965,19.99,23.988
Second,Class,Corporate,United,States,Dover,Delaware,19901,East,Furniture,Furnishings,211.96,2,0%,42.392,20%,105.98,21.196,105.98,0
Standard,Class,Consumer,United,States,Kent,Washington,98031,West,Furniture,Furnishings,198.46,2,0%,99.23,50%,99.23,49.615,99.23,0
Standard,Class,Consumer,United,States,Kent,Washington,98031,West,Technology,Accessories,50,2,0%,10.5,21%,25,5.25,25,0
Standard,Class,Consumer,United,States,Lafayette,Louisiana,70506,South,Furniture,Chairs,517.5,6,0%,155.25,30%,86.25,25.875,86.25,0
Second,Class,Consumer,United,States,Cleveland,Ohio,44105,East,Furniture,Furnishings,17.92,5,20%,2.464,14%,3.584,0.4928,4.48,4.48
Same,Day,Consumer,United,States,Cleveland,Ohio,44105,East,Technology,Accessories,58.112,2,20%,7.264,13%,29.056,3.632,36.32,14.528
Standard,Class,Consumer,United,States,Tigard,Oregon,97224,West,Technology,Phones,438.336,4,20%,-87.6672,-20%,109.584,-21.9168,136.98,109.584
First,Class,Corporate,United,States,Seattle,Washington,98115,West,Technology,Copiers,3149.93,7,0%,1480.4671,47%,449.99,211.4953,449.99,0
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,45.894,1,40%,-9.1788,-20%,45.894,-9.1788,76.49,30.596
First,Class,Consumer,United,States,Seattle,Washington,98105,West,Technology,Accessories,132.52,4,0%,54.3332,41%,33.13,13.5833,33.13,0
First,Class,Consumer,United,States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,34.79,7,0%,10.7849,31%,4.97,1.5407,4.97,0
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,677.58,5,40%,-158.102,-23%,135.516,-31.6204,225.86,451.72
Second,Class,Consumer,United,States,Dallas,Texas,75217,Central,Technology,Accessories,297.576,3,20%,-7.4394,-3%,99.192,-2.4798,123.99,74.394
Second,Class,Consumer,United,States,Dallas,Texas,75217,Central,Technology,Accessories,94.992,2,20%,-2.3748,-3%,47.496,-1.1874,59.37,23.748
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Technology,Phones,16.68,3,20%,5.2125,31%,5.56,1.7375,6.95,4.17
Standard,Class,Consumer,United,States,Plano,Texas,75023,Central,Technology,Phones,167.968,4,20%,62.988,38%,41.992,15.747,52.49,41.992
Standard,Class,Corporate,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,21.936,2,60%,-10.4196,-48%,10.968,-5.2098,27.42,32.904
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,32.382,3,40%,4.3176,13%,10.794,1.4392,17.99,21.588
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,42.368,2,20%,8.4736,20%,21.184,4.2368,26.48,10.592
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,399.54,4,70%,-559.356,-140%,99.885,-139.839,332.95,932.26
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,310.88,2,20%,23.316,8%,155.44,11.658,194.3,77.72
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,853.092,6,40%,-227.4912,-27%,142.182,-37.9152,236.97,568.728
Standard,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Furnishings,21.88,5,20%,6.2905,29%,4.376,1.2581,5.47,5.47
Second,Class,Consumer,United,States,Seattle,Washington,98115,West,Furniture,Tables,515.88,6,0%,113.4936,22%,85.98,18.9156,85.98,0
Second,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Furniture,Tables,765.625,7,50%,-566.5625,-74%,109.375,-80.9375,218.75,765.625
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Technology,Phones,159.984,2,20%,11.9988,8%,79.992,5.9994,99.99,39.996
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Technology,Accessories,255.968,4,20%,51.1936,20%,63.992,12.7984,79.99,63.992
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Bookcases,359.058,3,30%,-71.8116,-20%,119.686,-23.9372,170.98,153.882
Second,Class,Corporate,United,States,Dublin,Ohio,43017,East,Furniture,Tables,1048.35,5,40%,-69.89,-7%,209.67,-13.978,349.45,698.9
Same,Day,Consumer,United,States,Springfield,Virginia,22153,South,Technology,Accessories,100,4,0%,21,21%,25,5.25,25,0
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,7.168,2,20%,0.9856,14%,3.584,0.4928,4.48,1.792
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,442.4,7,20%,-55.3,-13%,63.2,-7.9,79,110.6
First,Class,Consumer,United,States,Oakland,California,94601,West,Furniture,Furnishings,9.46,2,0%,3.6894,39%,4.73,1.8447,4.73,0
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Technology,Accessories,46.864,2,20%,7.6154,16%,23.432,3.8077,29.29,11.716
Second,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Technology,Accessories,62.4,6,20%,19.5,31%,10.4,3.25,13,15.6
Standard,Class,Corporate,United,States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,98.16,6,0%,9.816,10%,16.36,1.636,16.36,0
Standard,Class,Corporate,United,States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,86.97,3,0%,25.2213,29%,28.99,8.4071,28.99,0
Standard,Class,Corporate,United,States,Kenosha,Wisconsin,53142,Central,Technology,Phones,134.97,3,0%,64.7856,48%,44.99,21.5952,44.99,0
